Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,PV,Day_Perc_Change,Trend
PVR,EQ,2017-08-07,1400.2,1405.0,1437.2,1381.1,1431.4,1430.45,1413.69,290183,410227956.3,15549,121711,41.94,August,2017,415092272.35,2.1604056563348184,positive
PVR,EQ,2017-08-08,1430.45,1437.2,1445.0,1383.6,1410.0,1409.65,1416.52,293605,415896598.5,12056,159940,54.47,August,2017,413880288.25,-1.454087874445098,negative
PVR,EQ,2017-08-09,1409.65,1415.0,1430.0,1352.2,1354.2,1358.0,1379.84,228114,314761138.6,19681,111571,48.91,August,2017,309778812.0,-3.6640300783882584,among top losers
PVR,EQ,2017-08-10,1358.0,1349.0,1380.75,1301.1,1339.35,1332.6,1352.85,247374,334661007.05,12146,138339,55.92,August,2017,329650592.4,-1.8703976435935243,negative
PVR,EQ,2017-08-11,1332.6,1319.0,1340.4,1261.0,1284.65,1285.9,1297.19,354851,460309395.05,16208,136740,38.53,August,2017,456302900.90000004,-3.5044274350892857,among top losers
PVR,EQ,2017-08-14,1285.9,1284.9,1307.9,1225.0,1293.0,1288.0,1268.79,401325,509197765.9,16925,162694,40.54,August,2017,516906600.0,0.16330974414806576,slight or no change
PVR,EQ,2017-08-16,1288.0,1290.05,1333.45,1274.05,1328.0,1329.2,1296.35,363066,470660546.45,18155,254727,70.16,August,2017,482587327.2,3.1987577639751574,among top gainers
PVR,EQ,2017-08-17,1329.2,1329.0,1339.55,1296.5,1304.95,1301.25,1319.87,183800,242591771.9,10502,76560,41.65,August,2017,239169750.0,-2.102768582606085,negative
PVR,EQ,2017-08-18,1301.25,1300.85,1329.0,1285.0,1315.35,1321.75,1304.72,114016,148758735.5,7654,36631,32.13,August,2017,150700648.0,1.5754082612872145,positive
PVR,EQ,2017-08-21,1321.75,1321.75,1328.25,1274.0,1278.35,1280.65,1290.21,160371,206912135.05,7123,76369,47.62,August,2017,205379121.15,-3.1095139020238305,among top losers
PVR,EQ,2017-08-22,1280.65,1280.65,1295.0,1249.0,1270.4,1272.35,1268.66,177930,225731937.8,13303,94365,53.03,August,2017,226389235.49999997,-0.6481083824620426,slight negative
PVR,EQ,2017-08-23,1272.35,1273.0,1282.9,1250.0,1257.7,1255.45,1259.46,173261,218215021.35,10919,92534,53.41,August,2017,217520522.45000002,-1.3282508743663213,negative
PVR,EQ,2017-08-24,1255.45,1258.0,1272.0,1253.3,1264.0,1263.55,1262.86,103862,131163063.45,7002,46965,45.22,August,2017,131234830.1,0.645186984746493,slight positive
PVR,EQ,2017-08-28,1263.55,1265.0,1284.5,1258.75,1282.65,1276.25,1271.54,183234,232989955.65,19477,104440,57.0,August,2017,233852392.5,1.0051046654267815,positive
PVR,EQ,2017-08-29,1276.25,1275.0,1283.55,1253.1,1263.15,1261.5,1266.11,120692,152809276.4,5951,44382,36.77,August,2017,152252958.0,-1.1557296767874647,negative
PVR,EQ,2017-08-30,1261.5,1269.4,1314.0,1266.85,1311.5,1309.95,1294.4,184144,238355169.85,13165,56150,30.49,August,2017,241219432.8,3.84066587395957,among top gainers
PVR,EQ,2017-08-31,1309.95,1307.9,1330.0,1297.1,1322.0,1321.45,1313.26,164554,216102550.25,8247,72235,43.9,August,2017,217449883.3,0.8778961029046961,slight positive
PVR,EQ,2017-09-01,1321.45,1322.0,1350.0,1309.9,1328.55,1323.4,1331.34,208183,277163161.45,17580,84359,40.52,September,2017,275509382.20000005,0.14756517461880225,slight or no change
PVR,EQ,2017-09-04,1323.4,1322.0,1330.95,1296.15,1301.05,1310.25,1312.69,94097,123520432.4,6439,12983,13.8,September,2017,123290594.25,-0.9936527127096917,slight negative
PVR,EQ,2017-09-05,1310.25,1310.0,1310.0,1285.8,1307.0,1304.9,1299.31,132512,172173999.95,6020,25558,19.29,September,2017,172914908.8,-0.40831902308718915,slight or no change
PVR,EQ,2017-09-06,1304.9,1304.1,1324.0,1296.75,1310.05,1308.4,1312.85,130353,171134274.05,5693,31945,24.51,September,2017,170553865.20000002,0.2682197869568581,slight or no change
PVR,EQ,2017-09-07,1308.4,1310.0,1338.0,1303.25,1319.95,1323.65,1325.44,122640,162552380.05,6616,19182,15.64,September,2017,162332436.0,1.165545704677462,positive
PVR,EQ,2017-09-08,1323.65,1322.0,1374.45,1322.0,1371.0,1366.35,1361.4,335483,456725511.4,17634,52547,15.66,September,2017,458387197.04999995,3.225928304310033,among top gainers
PVR,EQ,2017-09-11,1366.35,1378.0,1388.8,1338.3,1348.9,1344.85,1362.56,303111,413007096.9,15222,83583,27.58,September,2017,407638828.34999996,-1.5735353313572675,negative
PVR,EQ,2017-09-12,1344.85,1349.7,1365.0,1341.0,1347.25,1346.85,1354.15,99652,134943864.7,7670,21016,21.09,September,2017,134216296.19999999,0.1487154701267812,slight or no change
PVR,EQ,2017-09-13,1346.85,1349.05,1362.95,1316.05,1327.0,1323.35,1342.11,96710,129795232.95,6756,23114,23.9,September,2017,127981178.49999999,-1.7448119686676367,negative
PVR,EQ,2017-09-14,1323.35,1334.7,1345.6,1318.0,1318.25,1321.35,1329.26,72627,96540075.1,6133,31172,42.92,September,2017,95965686.44999999,-0.15113159783881613,slight or no change
PVR,EQ,2017-09-15,1321.35,1325.0,1357.0,1310.0,1335.35,1336.35,1340.24,193013,258683787.3,13279,88227,45.71,September,2017,257932922.54999998,1.135202633670107,positive
PVR,EQ,2017-09-18,1336.35,1348.0,1355.0,1321.65,1334.25,1329.3,1335.07,81988,109460025.15,6677,40762,49.72,September,2017,108986648.39999999,-0.5275564036367641,slight negative
PVR,EQ,2017-09-19,1329.3,1335.0,1350.0,1320.1,1339.0,1337.8,1335.4,72193,96406610.85,5606,18417,25.51,September,2017,96579795.39999999,0.639434288723395,slight positive
PVR,EQ,2017-09-20,1337.8,1338.15,1347.2,1300.0,1308.0,1310.0,1325.14,125823,166732657.3,12654,52772,41.94,September,2017,164828130.0,-2.0780385707878546,negative
PVR,EQ,2017-09-21,1310.0,1315.9,1324.95,1275.75,1282.45,1281.2,1289.81,339178,437476759.35,25479,188870,55.68,September,2017,434554853.6,-2.1984732824427478,negative
PVR,EQ,2017-09-22,1281.2,1274.0,1274.0,1209.4,1224.9,1217.7,1242.22,335055,416210881.35,17688,181207,54.08,September,2017,407996473.5,-4.956290977208866,among top losers
PVR,EQ,2017-09-25,1217.7,1228.7,1228.7,1166.65,1211.35,1214.9,1195.57,366125,437729220.8,14216,170706,46.63,September,2017,444805262.50000006,-0.22994169335632808,slight or no change
PVR,EQ,2017-09-26,1214.9,1210.0,1244.0,1190.25,1201.05,1211.85,1213.97,212923,258481381.55,10109,73940,34.73,September,2017,258030737.54999998,-0.2510494690921239,slight or no change
PVR,EQ,2017-09-27,1211.85,1210.1,1233.05,1165.0,1168.0,1174.6,1195.05,203339,242999396.1,11926,58489,28.76,September,2017,238841989.39999998,-3.0738127656063097,among top losers
PVR,EQ,2017-09-28,1174.6,1177.9,1205.95,1142.05,1188.0,1194.65,1185.32,332099,393644793.05,18503,98063,29.53,September,2017,396742070.35,1.706964072875894,positive
PVR,EQ,2017-09-29,1194.65,1202.0,1232.9,1186.0,1212.0,1204.9,1210.33,213881,258866942.9,10600,47274,22.1,September,2017,257705216.9,0.8579918804670905,slight positive
PVR,EQ,2017-10-03,1204.9,1216.0,1238.25,1210.25,1230.0,1221.05,1224.08,129232,158190665.8,6728,33456,25.89,October,2017,157798733.6,1.3403601958668743,positive
PVR,EQ,2017-10-04,1221.05,1220.1,1278.0,1220.1,1273.5,1268.6,1249.81,320762,400890408.3,14237,116906,36.45,October,2017,406918673.2,3.8941894271323774,among top gainers
PVR,EQ,2017-10-05,1268.6,1275.0,1324.2,1268.05,1296.0,1293.45,1298.46,404082,524683818.05,12420,188054,46.54,October,2017,522659862.90000004,1.9588522781018636,positive
PVR,EQ,2017-10-06,1293.45,1311.9,1321.95,1292.85,1310.0,1313.65,1305.54,234043,305552391.35,6068,107969,46.13,October,2017,307450586.95000005,1.5617147937686093,positive
PVR,EQ,2017-10-09,1313.65,1314.0,1396.1,1310.15,1391.6,1387.6,1359.77,437638,595085793.1,24655,169895,38.82,October,2017,607266488.8,5.629353328512154,among top gainers
PVR,EQ,2017-10-10,1387.6,1400.0,1415.0,1356.0,1379.0,1376.65,1382.78,282768,391005880.65,13763,56984,20.15,October,2017,389272567.20000005,-0.7891323147881102,slight negative
PVR,EQ,2017-10-11,1376.65,1382.0,1403.15,1330.5,1345.0,1335.65,1369.08,216793,296808041.8,14933,56232,25.94,October,2017,289559570.45000005,-2.978244288671772,negative
PVR,EQ,2017-10-12,1335.65,1335.0,1360.0,1334.95,1357.0,1352.7,1349.35,149647,201925632.25,6319,42845,28.63,October,2017,202427496.9,1.2765320256055146,positive
PVR,EQ,2017-10-13,1352.7,1356.0,1434.0,1344.65,1386.0,1404.1,1393.13,438244,610530593.05,20456,90039,20.55,October,2017,615338400.4,3.7998077918237394,among top gainers
PVR,EQ,2017-10-16,1404.1,1389.85,1403.9,1362.0,1371.0,1372.1,1380.34,280485,387165255.95,12320,127363,45.41,October,2017,384853468.5,-2.279039954419204,negative
PVR,EQ,2017-10-17,1372.1,1372.0,1393.45,1348.0,1385.0,1387.6,1362.97,449521,612684768.6,18136,102567,22.82,October,2017,623755339.5999999,1.1296552729392895,positive
PVR,EQ,2017-10-18,1387.6,1378.1,1385.0,1359.95,1372.0,1369.1,1371.25,311307,426878605.5,12642,195046,62.65,October,2017,426210413.7,-1.3332372441625884,negative
PVR,EQ,2017-10-19,1369.1,1374.0,1387.0,1355.0,1356.9,1362.65,1369.6,22247,30469543.1,1729,5911,26.57,October,2017,30314874.55,-0.47111240961213996,slight or no change
PVR,EQ,2017-10-23,1362.65,1361.05,1423.05,1361.05,1418.0,1415.75,1397.01,186223,260155376.4,12313,71257,38.26,October,2017,263645212.25,3.8968186988588283,among top gainers
PVR,EQ,2017-10-24,1415.75,1420.0,1448.0,1413.8,1423.0,1420.85,1434.65,333438,478365418.5,17774,130200,39.05,October,2017,473765382.29999995,0.36023309200070575,slight or no change
PVR,EQ,2017-10-25,1420.85,1430.0,1433.8,1368.1,1389.6,1388.85,1391.69,206081,286800350.4,12941,62560,30.36,October,2017,286215596.84999996,-2.252172995038182,negative
PVR,EQ,2017-10-26,1388.85,1395.0,1430.0,1390.0,1427.5,1421.45,1413.64,232745,329017486.6,17460,133171,57.22,October,2017,330835380.25,2.3472657234402616,positive
PVR,EQ,2017-10-27,1421.45,1410.0,1436.05,1331.45,1420.0,1421.2,1395.27,762643,1064090228.45,32428,70983,9.31,October,2017,1083868231.6000001,-0.017587674557673072,slight or no change
PVR,EQ,2017-10-30,1421.2,1425.0,1430.0,1390.1,1398.95,1397.45,1404.09,192813,270726282.05,8499,36577,18.97,October,2017,269446526.85,-1.6711229946524075,negative
PVR,EQ,2017-10-31,1397.45,1393.0,1404.95,1380.25,1390.0,1387.15,1394.65,115197,160658949.1,7258,32888,28.55,October,2017,159795518.55,-0.7370567819957707,slight negative
PVR,EQ,2017-11-01,1387.15,1408.7,1408.7,1368.0,1379.95,1377.5,1386.29,75708,104953058.3,3514,21211,28.02,November,2017,104287770.0,-0.6956709800670535,slight negative
PVR,EQ,2017-11-02,1377.5,1385.0,1388.25,1353.0,1361.6,1363.7,1367.68,112786,154255285.6,8060,34531,30.62,November,2017,153806268.20000002,-1.00181488203267,negative
PVR,EQ,2017-11-03,1363.7,1361.6,1384.9,1357.0,1364.95,1364.65,1373.32,122714,168525522.05,6930,31312,25.52,November,2017,167461660.10000002,0.0696634157072662,slight or no change
PVR,EQ,2017-11-06,1364.65,1372.75,1415.0,1365.05,1405.05,1403.55,1404.0,168249,236222036.35,10454,65279,38.8,November,2017,236145883.95,2.850547759498756,positive
PVR,EQ,2017-11-07,1403.55,1406.9,1418.4,1336.55,1343.0,1344.5,1368.39,190385,260520615.45,9613,38958,20.46,November,2017,255972632.5,-4.207188913825655,among top losers
PVR,EQ,2017-11-08,1344.5,1354.5,1383.0,1350.7,1380.85,1379.9,1367.67,105218,143903223.65,6659,36130,34.34,November,2017,145190318.20000002,2.6329490516920906,positive
PVR,EQ,2017-11-09,1379.9,1383.0,1400.0,1356.0,1371.85,1366.4,1375.33,112258,154391246.95,7056,35880,31.96,November,2017,153389331.20000002,-0.9783317631712474,slight negative
PVR,EQ,2017-11-10,1366.4,1378.9,1399.9,1362.55,1395.5,1394.3,1389.89,72183,100326351.35,4102,24411,33.82,November,2017,100644756.89999999,2.041861826697877,positive
PVR,EQ,2017-11-13,1394.3,1395.0,1440.5,1385.1,1397.7,1398.55,1421.59,311195,442392718.8,15737,74241,23.86,November,2017,435221767.25,0.3048124506920935,slight or no change
PVR,EQ,2017-11-14,1398.55,1412.15,1412.15,1373.5,1402.0,1390.25,1388.19,95558,132652228.95,4926,11380,11.91,November,2017,132849509.5,-0.5934718100890191,slight negative
PVR,EQ,2017-11-15,1390.25,1400.0,1422.0,1381.75,1392.0,1386.1,1402.2,152725,214151445.5,8823,37389,24.48,November,2017,211692122.5,-0.29850746268657025,slight or no change
PVR,EQ,2017-11-16,1386.1,1392.0,1409.05,1375.5,1394.0,1390.5,1390.49,130358,181261064.25,5681,26123,20.04,November,2017,181262799.0,0.3174374143279701,slight or no change
PVR,EQ,2017-11-17,1390.5,1415.0,1428.95,1390.0,1407.2,1408.05,1411.97,298987,422161988.35,11477,46207,15.45,November,2017,420988645.34999996,1.2621359223300876,positive
PVR,EQ,2017-11-20,1408.05,1408.05,1408.05,1366.15,1379.5,1380.35,1381.88,122552,169352732.8,5982,33563,27.39,November,2017,169164653.2,-1.9672596853804958,negative
PVR,EQ,2017-11-21,1380.35,1382.0,1397.9,1365.4,1367.4,1368.2,1382.55,258094,356826957.75,12130,51661,20.02,November,2017,353124210.8,-0.8802115405513011,slight negative
PVR,EQ,2017-11-22,1368.2,1354.0,1369.75,1311.4,1360.0,1356.15,1350.78,187387,253119463.95,8648,40391,21.55,November,2017,254124880.05,-0.880719193100421,slight negative
PVR,EQ,2017-11-23,1356.15,1363.0,1373.4,1340.2,1346.4,1349.1,1352.14,126107,170514294.15,7181,33884,26.87,November,2017,170130953.7,-0.5198539984515138,slight negative
PVR,EQ,2017-11-24,1349.1,1345.0,1345.0,1298.6,1303.25,1303.2,1315.91,297338,391270338.8,14958,142793,48.02,November,2017,387490881.6,-3.40226817878585,among top losers
PVR,EQ,2017-11-27,1303.2,1303.0,1325.0,1237.8,1312.0,1305.2,1293.49,373151,482668225.35,18073,159689,42.79,November,2017,487036685.2,0.15346838551257846,slight or no change
PVR,EQ,2017-11-28,1305.2,1301.1,1316.05,1281.5,1307.9,1308.65,1296.21,252913,327829279.35,11258,86384,34.16,November,2017,330974597.45000005,0.2643273061599727,slight or no change
PVR,EQ,2017-11-29,1308.65,1316.9,1317.0,1291.0,1310.4,1313.1,1304.99,134823,175942529.85,5931,29445,21.84,November,2017,177036081.29999998,0.3400450846291925,slight or no change
PVR,EQ,2017-11-30,1313.1,1306.35,1349.9,1291.85,1317.0,1315.95,1307.63,264775,346226433.25,9483,113152,42.74,November,2017,348430661.25,0.2170436371944362,slight or no change
PVR,EQ,2017-12-01,1315.95,1310.1,1337.45,1270.0,1285.1,1278.25,1307.62,180667,236244196.5,9042,49538,27.42,December,2017,230937592.75,-2.8648504882404335,negative
PVR,EQ,2017-12-04,1278.25,1289.0,1295.0,1263.55,1275.0,1275.35,1275.28,110992,141545768.3,7905,25963,23.39,December,2017,141553647.2,-0.22687267748876527,slight or no change
PVR,EQ,2017-12-05,1275.35,1275.0,1280.1,1250.1,1264.75,1269.7,1265.52,65874,83364871.05,7232,10054,15.26,December,2017,83640217.8,-0.4430156427647214,slight or no change
PVR,EQ,2017-12-06,1269.7,1275.0,1295.0,1264.0,1268.0,1269.7,1280.01,189854,243015507.7,15789,68485,36.07,December,2017,241057623.8,0.0,slight or no change
PVR,EQ,2017-12-07,1269.7,1273.0,1291.1,1266.55,1286.3,1286.9,1281.98,85964,110203950.65,8992,16493,19.19,December,2017,110627071.60000001,1.354650704890914,positive
PVR,EQ,2017-12-08,1286.9,1286.9,1315.9,1286.9,1299.9,1302.45,1301.84,201129,261837904.55,8648,56598,28.14,December,2017,261960466.05,1.2083300955785248,positive
PVR,EQ,2017-12-11,1302.45,1301.0,1323.0,1290.0,1296.9,1294.45,1310.51,159338,208813487.5,10748,50603,31.76,December,2017,206255074.1,-0.6142270336673139,slight negative
PVR,EQ,2017-12-12,1294.45,1299.0,1318.25,1292.55,1305.9,1307.6,1306.82,140147,183147507.15,8878,69967,49.92,December,2017,183256217.2,1.0158754683456284,positive
PVR,EQ,2017-12-13,1307.6,1300.55,1320.0,1292.0,1300.05,1302.1,1307.13,88306,115427132.95,4079,25381,28.74,December,2017,114983242.6,-0.42061792597124503,slight or no change
PVR,EQ,2017-12-14,1302.1,1316.9,1317.0,1280.0,1300.0,1298.6,1295.38,140642,182184944.7,6822,58175,41.36,December,2017,182637701.2,-0.2687965594040387,slight or no change
PVR,EQ,2017-12-15,1298.6,1302.1,1313.0,1293.45,1304.0,1303.85,1302.65,101787,132592912.85,7010,23518,23.11,December,2017,132714979.94999999,0.4042815339596384,slight or no change
PVR,EQ,2017-12-18,1303.85,1312.7,1338.0,1287.25,1336.0,1334.15,1325.36,154052,204174053.0,8224,68841,44.69,December,2017,205528475.8,2.323886950185994,positive
PVR,EQ,2017-12-19,1334.15,1350.0,1355.0,1331.0,1347.0,1346.4,1342.64,131176,176122678.15,7307,27604,21.04,December,2017,176615366.4,0.9181876100888164,slight positive
PVR,EQ,2017-12-20,1346.4,1349.9,1448.05,1339.0,1438.0,1425.25,1396.34,455938,636645912.7,16850,106420,23.34,December,2017,649825634.5,5.856357694592984,among top gainers
PVR,EQ,2017-12-21,1425.25,1430.0,1459.1,1424.05,1433.9,1437.4,1440.88,362769,522707660.75,11282,120426,33.2,December,2017,521444160.6,0.8524820206981198,slight positive
PVR,EQ,2017-12-22,1437.4,1460.0,1474.45,1435.0,1447.0,1441.1,1456.03,539384,785361942.7,19345,129270,23.97,December,2017,777306282.4,0.25740921107553216,slight or no change
PVR,EQ,2017-12-26,1441.1,1451.9,1455.0,1404.65,1413.0,1418.6,1429.46,225222,321946501.2,7562,59100,26.24,December,2017,319499929.2,-1.5613073346748996,negative
PVR,EQ,2017-12-27,1418.6,1423.0,1450.0,1416.3,1437.5,1432.25,1432.77,223844,320717481.1,7091,36840,16.46,December,2017,320600569.0,0.9622162695615444,slight positive
PVR,EQ,2017-12-28,1432.25,1445.0,1446.0,1400.75,1408.55,1408.55,1411.85,188262,265797673.5,5560,60575,32.18,December,2017,265176440.1,-1.6547390469541012,negative
PVR,EQ,2017-12-29,1408.55,1410.0,1429.0,1402.7,1416.7,1411.05,1414.86,151131,213829459.5,5876,37627,24.9,December,2017,213253397.54999998,0.17748748713215523,slight or no change
PVR,EQ,2018-01-01,1411.05,1424.0,1444.0,1411.3,1422.0,1423.75,1429.43,182104,260304447.15,6095,34997,19.22,January,2018,259270570.0,0.9000389780659868,slight positive
PVR,EQ,2018-01-02,1423.75,1438.0,1439.0,1398.0,1404.5,1402.8,1416.04,161070,228081814.9,6465,24831,15.42,January,2018,225948996.0,-1.4714661984196686,negative
PVR,EQ,2018-01-03,1402.8,1412.0,1423.85,1390.0,1399.55,1401.8,1411.9,143604,202754472.65,5148,29588,20.6,January,2018,201304087.2,-0.07128599942971547,slight or no change
PVR,EQ,2018-01-04,1401.8,1409.95,1417.5,1392.0,1395.0,1399.0,1405.66,94195,132405775.1,3661,24069,25.55,January,2018,131778805.0,-0.19974318733056995,slight or no change
PVR,EQ,2018-01-05,1399.0,1400.1,1423.0,1393.0,1419.7,1419.0,1406.49,305612,429840674.7,8900,140702,46.04,January,2018,433663428.0,1.4295925661186537,positive
PVR,EQ,2018-01-08,1419.0,1420.0,1469.0,1420.0,1466.0,1460.2,1444.29,311868,450429325.65,11484,109823,35.21,January,2018,455389653.6,2.9034531360112803,positive
PVR,EQ,2018-01-09,1460.2,1480.0,1499.85,1472.55,1483.75,1486.8,1488.6,524029,780071036.9,23447,195319,37.27,January,2018,779126317.1999999,1.8216682646212679,positive
PVR,EQ,2018-01-10,1486.8,1490.0,1490.0,1438.5,1475.0,1469.0,1464.34,164271,240549326.0,9224,59587,36.27,January,2018,241314099.0,-1.1972020446596732,negative
PVR,EQ,2018-01-11,1469.0,1469.0,1485.95,1455.1,1457.0,1460.75,1469.58,107845,158487344.9,9210,23305,21.61,January,2018,157534583.75,-0.561606535057857,slight negative
PVR,EQ,2018-01-12,1460.75,1461.0,1489.0,1454.0,1463.45,1463.15,1474.26,199778,294524503.0,8180,29362,14.7,January,2018,292305180.70000005,0.1642991613897138,slight or no change
PVR,EQ,2018-01-15,1463.15,1467.65,1478.0,1455.0,1458.15,1459.35,1464.2,75476,110511648.7,5073,27570,36.53,January,2018,110145900.6,-0.2597136315483861,slight or no change
PVR,EQ,2018-01-16,1459.35,1459.9,1463.4,1429.0,1443.0,1438.2,1444.43,97676,141086247.55,8633,27030,27.67,January,2018,140477623.20000002,-1.449275362318836,negative
PVR,EQ,2018-01-17,1438.2,1438.2,1479.9,1417.0,1474.0,1474.3,1448.4,168643,244261761.4,6741,36606,21.71,January,2018,248630374.9,2.5100820470031815,positive
